,Country,Year,SP.POP.TOTL
12641,ROU,1974,21029429
12642,ROU,1975,21293583
12643,ROU,1976,21551634
12644,ROU,1977,21756096
12645,ROU,1978,21951464
12646,ROU,1979,22090488
12647,ROU,1980,22207282
12648,ROU,1981,22353070
12649,ROU,1982,22475741
12650,ROU,1983,22560478
12651,ROU,1984,22640547
12652,ROU,1985,22732999
12653,ROU,1986,22836841
12654,ROU,1987,22949430
12655,ROU,1988,23057662
12656,ROU,1989,23161458
12657,ROU,1990,23201835
12658,ROU,1991,23001155
12659,ROU,1992,22794284
12660,ROU,1993,22763280
12661,ROU,1994,22730211
12662,ROU,1995,22684270
12663,ROU,1996,22619004
12664,ROU,1997,22553978
12665,ROU,1998,22507344
12666,ROU,1999,22472040
12667,ROU,2000,22442971
12668,ROU,2001,22131970
12669,ROU,2002,21730496
12670,ROU,2003,21574326
12671,ROU,2004,21451748
12672,ROU,2005,21319685
12673,ROU,2006,21193760
12674,ROU,2007,20882982
12675,ROU,2008,20537875
12676,ROU,2009,20367487
12677,ROU,2010,20246871
12678,ROU,2011,20147528
12679,ROU,2012,20058035
12680,ROU,2013,19983693
12681,ROU,2014,19908979
12682,ROU,2015,19815616
12683,ROU,2016,19702267
12684,ROU,2017,19587290
12685,ROU,2018,19472545
12686,ROU,2019,19356544
12688,RUS,1960,119897000
12689,RUS,1961,121236000
12690,RUS,1962,122591000
12691,RUS,1963,123960000
12692,RUS,1964,125345000
12693,RUS,1965,126745000
12694,RUS,1966,127468000
12695,RUS,1967,128196000
12696,RUS,1968,128928000
12697,RUS,1969,129664000
12698,RUS,1970,130404000
12699,RUS,1971,131155000
12700,RUS,1972,131909000
12701,RUS,1973,132669000
12702,RUS,1974,133432000
12703,RUS,1975,134200000
12704,RUS,1976,135147000
12705,RUS,1977,136100000
12706,RUS,1978,137060000
12707,RUS,1979,138027000
12708,RUS,1980,139010000
12709,RUS,1981,139941000
12710,RUS,1982,140823000
12711,RUS,1983,141668000
12712,RUS,1984,142745000
12713,RUS,1985,143858000
12714,RUS,1986,144894000
12715,RUS,1987,145908000
12716,RUS,1988,146857000
12717,RUS,1989,147721000
12718,RUS,1990,147969407
12719,RUS,1991,148394216
12720,RUS,1992,148538197
12721,RUS,1993,148458777
12722,RUS,1994,148407912
12723,RUS,1995,148375787
12724,RUS,1996,148160129
12725,RUS,1997,147915361
12726,RUS,1998,147670784
12727,RUS,1999,147214776
12728,RUS,2000,146596869
12729,RUS,2001,145976482
12730,RUS,2002,145306497
12731,RUS,2003,144648618
12732,RUS,2004,144067316
12733,RUS,2005,143518814
12734,RUS,2006,143049637
12735,RUS,2007,142805114
12736,RUS,2008,142742366
12737,RUS,2009,142785349
12738,RUS,2010,142849468
12739,RUS,2011,142960908
12740,RUS,2012,143201721
12741,RUS,2013,143506995
12742,RUS,2014,143819666
12743,RUS,2015,144096870
12744,RUS,2016,144342396
12745,RUS,2017,144496740
12746,RUS,2018,144477860
12747,RUS,2019,144373535
12749,RWA,1960,2935582
12750,RWA,1961,2998325
12751,RWA,1962,3052936
12752,RWA,1963,3105419
12753,RWA,1964,3164263
12754,RWA,1965,3235531
12755,RWA,1966,3321679
12756,RWA,1967,3420895
12757,RWA,1968,3529843
12758,RWA,1969,3643237
12759,RWA,1970,3757358
12760,RWA,1971,3871439
12761,RWA,1972,3987224
12762,RWA,1973,4106407
12763,RWA,1974,4231578
12764,RWA,1975,4364706
12765,RWA,1976,4506109
12766,RWA,1977,4655383
12767,RWA,1978,4812872
12768,RWA,1979,4978817
12769,RWA,1980,5153312
12770,RWA,1981,5329252
12771,RWA,1982,5504842
12772,RWA,1983,5690980
12773,RWA,1984,5902843
12774,RWA,1985,6146891
12775,RWA,1986,6443751
12776,RWA,1987,6779983
12777,RWA,1988,7088191
12778,RWA,1989,7276985
12779,RWA,1990,7288882
12780,RWA,1991,7083935
12781,RWA,1992,6702244
12782,RWA,1993,6263757
12783,RWA,1994,5936261
12784,RWA,1995,5836495
12785,RWA,1996,6013107
12786,RWA,1997,6419901
12787,RWA,1998,6962802
12788,RWA,1999,7501234
12789,RWA,2000,7933681
12790,RWA,2001,8231156
12791,RWA,2002,8427060
12792,RWA,2003,8557161
12793,RWA,2004,8680524
12794,RWA,2005,8840215
12795,RWA,2006,9043337
12796,RWA,2007,9273757
12797,RWA,2008,9524534
12798,RWA,2009,9782770
12799,RWA,2010,10039338
12800,RWA,2011,10293331
12801,RWA,2012,10549678
12802,RWA,2013,10811543
12803,RWA,2014,11083635
12804,RWA,2015,11369071
12805,RWA,2016,11668818
12806,RWA,2017,11980937
12807,RWA,2018,12301939
12808,RWA,2019,12626950
12810,WSM,1960,108629
12811,WSM,1961,112105
12812,WSM,1962,115776
12813,WSM,1963,119559
12814,WSM,1964,123342
12815,WSM,1965,127054
12816,WSM,1966,130673
12817,WSM,1967,134177
12818,WSM,1968,137487
12819,WSM,1969,140500
12820,WSM,1970,143149
12821,WSM,1971,145413
12822,WSM,1972,147296
12823,WSM,1973,148864
12824,WSM,1974,150198
12825,WSM,1975,151359
12826,WSM,1976,152367
12827,WSM,1977,153224
12828,WSM,1978,153987
12829,WSM,1979,154739
12830,WSM,1980,155525
12831,WSM,1981,156407
12832,WSM,1982,157372
12833,WSM,1983,158352
12834,WSM,1984,159248
12835,WSM,1985,159990
12836,WSM,1986,160544
12837,WSM,1987,160965
12838,WSM,1988,161376
12839,WSM,1989,161940
12840,WSM,1990,162803
12841,WSM,1991,163997
12842,WSM,1992,165490
12843,WSM,1993,167119
12844,WSM,1994,168694
12845,WSM,1995,170054
12846,WSM,1996,171165
12847,WSM,1997,172068
12848,WSM,1998,172839
12849,WSM,1999,173609
12850,WSM,2000,174454
12851,WSM,2001,175392
12852,WSM,2002,176407
12853,WSM,2003,177484
12854,WSM,2004,178590
12855,WSM,2005,179727
12856,WSM,2006,180876
12857,WSM,2007,182046
12858,WSM,2008,183263
12859,WSM,2009,184556
12860,WSM,2010,185949
12861,WSM,2011,187469
12862,WSM,2012,189088
12863,WSM,2013,190717
12864,WSM,2014,192221
12865,WSM,2015,193513
12866,WSM,2016,194535
12867,WSM,2017,195352
12868,WSM,2018,196130
12869,WSM,2019,197097
12871,SMR,1960,15432
12872,SMR,1961,15837
12873,SMR,1962,16255
12874,SMR,1963,16679
12875,SMR,1964,17099
12876,SMR,1965,17513
12877,SMR,1966,17918
12878,SMR,1967,18307
12879,SMR,1968,18668
12880,SMR,1969,18977
12881,SMR,1970,19221
12882,SMR,1971,19389
12883,SMR,1972,19494
12884,SMR,1973,19566
12885,SMR,1974,19664
12886,SMR,1975,19831
12887,SMR,1976,20083
12888,SMR,1977,20397
12889,SMR,1978,20760
12890,SMR,1979,21127
12891,SMR,1980,21459
12892,SMR,1981,21765
12893,SMR,1982,22037
12894,SMR,1983,22299
12895,SMR,1984,22549
12896,SMR,1985,22798
12897,SMR,1986,23046
12898,SMR,1987,23295
12899,SMR,1988,23551
12900,SMR,1989,23817
12901,SMR,1990,24125
12902,SMR,1991,24460
12903,SMR,1992,24822
12904,SMR,1993,25209
12905,SMR,1994,25582
12906,SMR,1995,25928
12907,SMR,1996,26252
12908,SMR,1997,26562
12909,SMR,1998,26840
12910,SMR,1999,27145
12911,SMR,2000,27462
12912,SMR,2001,27812
12913,SMR,2002,28175
12914,SMR,2003,28562
12915,SMR,2004,28940
12916,SMR,2005,29324
12917,SMR,2006,29700
12918,SMR,2007,30063
12919,SMR,2008,30434
12920,SMR,2009,30816
12921,SMR,2010,31229
12922,SMR,2011,31661
12923,SMR,2012,32105
12924,SMR,2013,32553
12925,SMR,2014,32948
12926,SMR,2015,33272
12927,SMR,2016,33504
12928,SMR,2017,33671
12929,SMR,2018,33785
12930,SMR,2019,33860
12932,STP,1960,64302
12933,STP,1961,64602
12934,STP,1962,64479
12935,STP,1963,64231
12936,STP,1964,64277
12937,STP,1965,64892
12938,STP,1966,66183
12939,STP,1967,68047
12940,STP,1968,70257
12941,STP,1969,72507
12942,STP,1970,74564
12943,STP,1971,76347
12944,STP,1972,77934
12945,STP,1973,79464
12946,STP,1974,81152
12947,STP,1975,83138
12948,STP,1976,85481
12949,STP,1977,88110
12950,STP,1978,90843
12951,STP,1979,93461
12952,STP,1980,95794
12953,STP,1981,97770
12954,STP,1982,99473
12955,STP,1983,101066
12956,STP,1984,102829
12957,STP,1985,104924
12958,STP,1986,107429
12959,STP,1987,110254
12960,STP,1988,113285
12961,STP,1989,116320
12962,STP,1990,119209
12963,STP,1991,121956
12964,STP,1992,124576
12965,STP,1993,127062
12966,STP,1994,129427
12967,STP,1995,131678
12968,STP,1996,133806
12969,STP,1997,135832
12970,STP,1998,137848
12971,STP,1999,139959
12972,STP,2000,142262
12973,STP,2001,144755
12974,STP,2002,147447
12975,STP,2003,150415
12976,STP,2004,153737
12977,STP,2005,157472
12978,STP,2006,161681
12979,STP,2007,166300
12980,STP,2008,171120
12981,STP,2009,175876
12982,STP,2010,180371
12983,STP,2011,184524
12984,STP,2012,188404
12985,STP,2013,192087
12986,STP,2014,195727
12987,STP,2015,199432
12988,STP,2016,203227
12989,STP,2017,207089
12990,STP,2018,211028
12991,STP,2019,215056
12993,SAU,1960,4086539
12994,SAU,1961,4218853
12995,SAU,1962,4362786
12996,SAU,1963,4516533
12997,SAU,1964,4677298
12998,SAU,1965,4843635
12999,SAU,1966,5015357
13000,SAU,1967,5195135
13001,SAU,1968,5387828
13002,SAU,1969,5599904
13003,SAU,1970,5836389
13004,SAU,1971,6100626
13005,SAU,1972,6392970
13006,SAU,1973,6711923
13007,SAU,1974,7054532
13008,SAU,1975,7419493
13009,SAU,1976,7802926
13010,SAU,1977,8207697
13011,SAU,1978,8646845
13012,SAU,1979,9137927
13013,SAU,1980,9691476
13014,SAU,1981,10311775
13015,SAU,1982,10988853
13016,SAU,1983,11701128
13017,SAU,1984,12418834
13018,SAU,1985,13118993
13019,SAU,1986,13794165
13020,SAU,1987,14445671
13021,SAU,1988,15070082
13022,SAU,1989,15666297
13023,SAU,1990,16233785
13024,SAU,1991,16772694
13025,SAU,1992,17282691
13026,SAU,1993,17763298
13027,SAU,1994,18214470
13028,SAU,1995,18638787
13029,SAU,1996,19033845
13030,SAU,1997,19407142
13031,SAU,1998,19783304
13032,SAU,1999,20194527
13033,SAU,2000,20663843
13034,SAU,2001,21202642
13035,SAU,2002,21805313
13036,SAU,2003,22456649
13037,SAU,2004,23132682
13038,SAU,2005,23816183
13039,SAU,2006,24498310
13040,SAU,2007,25184597
13041,SAU,2008,25888541
13042,SAU,2009,26630303
13043,SAU,2010,27421461
13044,SAU,2011,28267685
13045,SAU,2012,29155187
13046,SAU,2013,30052518
13047,SAU,2014,30916994
13048,SAU,2015,31717667
13049,SAU,2016,32442572
13050,SAU,2017,33099147
13051,SAU,2018,33699947
13052,SAU,2019,34268528
13054,SEN,1960,3206749
13055,SEN,1961,3295278
13056,SEN,1962,3386806
13057,SEN,1963,3481654
13058,SEN,1964,3580239
13059,SEN,1965,3682876
13060,SEN,1966,3789383
13061,SEN,1967,3899644
13062,SEN,1968,4014103
13063,SEN,1969,4133322
13064,SEN,1970,4257505
13065,SEN,1971,4387540
13066,SEN,1972,4522893
13067,SEN,1973,4660725
13068,SEN,1974,4797187
13069,SEN,1975,4929846
13070,SEN,1976,5057378
13071,SEN,1977,5181514
13072,SEN,1978,5306681
13073,SEN,1979,5439066
13074,SEN,1980,5583165
13075,SEN,1981,5740444
13076,SEN,1982,5909739
13077,SEN,1983,6089572
13078,SEN,1984,6277424
13079,SEN,1985,6471327
13080,SEN,1986,6670663
13081,SEN,1987,6875754
13082,SEN,1988,7086627
13083,SEN,1989,7303517
13084,SEN,1990,7526307
13085,SEN,1991,7755496
13086,SEN,1992,7990096
13087,SEN,1993,8226760
13088,SEN,1994,8461068
13089,SEN,1995,8690164
13090,SEN,1996,8912861
13091,SEN,1997,9130877
13092,SEN,1998,9347774
13093,SEN,1999,9568722
13094,SEN,2000,9797734
13095,SEN,2001,10036104
13096,SEN,2002,10283699
13097,SEN,2003,10541467
13098,SEN,2004,10810083
13099,SEN,2005,11090116
13100,SEN,2006,11382268
13101,SEN,2007,11687080
13102,SEN,2008,12004701
13103,SEN,2009,12335084
13104,SEN,2010,12678148
13105,SEN,2011,13033809
13106,SEN,2012,13401991
13107,SEN,2013,13782420
13108,SEN,2014,14174731
13109,SEN,2015,14578459
13110,SEN,2016,14993528
13111,SEN,2017,15419381
13112,SEN,2018,15854360
13113,SEN,2019,16296364
13145,SRB,1990,7586000
13146,SRB,1991,7595636
13147,SRB,1992,7646424
13148,SRB,1993,7699307
13149,SRB,1994,7734639
13150,SRB,1995,7625357
13151,SRB,1996,7617794
13152,SRB,1997,7596501
13153,SRB,1998,7567745
13154,SRB,1999,7540401
13155,SRB,2000,7516346
13156,SRB,2001,7503433
13157,SRB,2002,7496522
13158,SRB,2003,7480591
13159,SRB,2004,7463157
13160,SRB,2005,7440769
13161,SRB,2006,7411569
13162,SRB,2007,7381579
13163,SRB,2008,7350222
13164,SRB,2009,7320807
13165,SRB,2010,7291436
13166,SRB,2011,7234099
13167,SRB,2012,7199077
13168,SRB,2013,7164132
13169,SRB,2014,7130576
13170,SRB,2015,7095383
13171,SRB,2016,7058322
13172,SRB,2017,7020858
13173,SRB,2018,6982604
13174,SRB,2019,6944975
13176,SYC,1960,41700
13177,SYC,1961,42889
13178,SYC,1962,44042
13179,SYC,1963,45176
13180,SYC,1964,46322
13181,SYC,1965,47500
13182,SYC,1966,48699
13183,SYC,1967,49911
13184,SYC,1968,51134
13185,SYC,1969,52365
13186,SYC,1970,53600
13187,SYC,1971,54695
13188,SYC,1972,56029
13189,SYC,1973,56892
13190,SYC,1974,57937
13191,SYC,1975,59292
13192,SYC,1976,60504
13193,SYC,1977,61786
13194,SYC,1978,62150
13195,SYC,1979,62686
13196,SYC,1980,63261
13197,SYC,1981,64035
13198,SYC,1982,64413
13199,SYC,1983,64335
13200,SYC,1984,64717
13201,SYC,1985,65244
13202,SYC,1986,65652
13203,SYC,1987,68499
13204,SYC,1988,68755
13205,SYC,1989,69167
13206,SYC,1990,69507
13207,SYC,1991,70439
13208,SYC,1992,70763
13209,SYC,1993,72253
13210,SYC,1994,74205
13211,SYC,1995,75304
13212,SYC,1996,76417
13213,SYC,1997,77319
13214,SYC,1998,78846
13215,SYC,1999,80410
13216,SYC,2000,81131
13217,SYC,2001,81202
13218,SYC,2002,83723
13219,SYC,2003,82781
13220,SYC,2004,82475
13221,SYC,2005,82858
13222,SYC,2006,84600
13223,SYC,2007,85033
13224,SYC,2008,86956
13225,SYC,2009,87298
13226,SYC,2010,89770
13227,SYC,2011,87441
13228,SYC,2012,88303
13229,SYC,2013,89949
13230,SYC,2014,91359
13231,SYC,2015,93419
13232,SYC,2016,94677
13233,SYC,2017,95843
13234,SYC,2018,96762
13235,SYC,2019,97625
13237,SLE,1960,2317636
13238,SLE,1961,2352363
13239,SLE,1962,2388769
13240,SLE,1963,2426857
13241,SLE,1964,2466667
13242,SLE,1965,2508219
13243,SLE,1966,2551578
13244,SLE,1967,2596805
13245,SLE,1968,2644020
13246,SLE,1969,2693348
13247,SLE,1970,2744891
13248,SLE,1971,2798724
13249,SLE,1972,2854872
13250,SLE,1973,2913344
13251,SLE,1974,2974104
13252,SLE,1975,3037154
13253,SLE,1976,3102592
13254,SLE,1977,3170508
13255,SLE,1978,3240839
13256,SLE,1979,3313504
13257,SLE,1980,3388495
13258,SLE,1981,3464106
13259,SLE,1982,3540170
13260,SLE,1983,3619847
13261,SLE,1984,3707510
13262,SLE,1985,3805311
13263,SLE,1986,3916685
13264,SLE,1987,4038144
13265,SLE,1988,4156634
13266,SLE,1989,4254444
13267,SLE,1990,4319762
13268,SLE,1991,4348660
13269,SLE,1992,4347724
13270,SLE,1993,4328957
13271,SLE,1994,4309775
13272,SLE,1995,4303957
13273,SLE,1996,4312666
13274,SLE,1997,4335301
13275,SLE,1998,4381483
13276,SLE,1999,4462378
13277,SLE,2000,4584571
13278,SLE,2001,4754072
13279,SLE,2002,4965766
13280,SLE,2003,5201070
13281,SLE,2004,5433991
13282,SLE,2005,5645624
13283,SLE,2006,5829237
13284,SLE,2007,5989633
13285,SLE,2008,6133603
13286,SLE,2009,6272734
13287,SLE,2010,6415634
13288,SLE,2011,6563240
13289,SLE,2012,6712581
13290,SLE,2013,6863980
13291,SLE,2014,7017144
13292,SLE,2015,7171914
13293,SLE,2016,7328838
13294,SLE,2017,7488431
13295,SLE,2018,7650154
13296,SLE,2019,7813215
13298,SGP,1960,1646400
13299,SGP,1961,1702400
13300,SGP,1962,1750200
13301,SGP,1963,1795000
13302,SGP,1964,1841600
13303,SGP,1965,1886900
13304,SGP,1966,1934400
13305,SGP,1967,1977600
13306,SGP,1968,2012000
13307,SGP,1969,2042500
13308,SGP,1970,2074507
13309,SGP,1971,2112900
13310,SGP,1972,2152400
13311,SGP,1973,2193000
13312,SGP,1974,2229800
13313,SGP,1975,2262600
13314,SGP,1976,2293300
13315,SGP,1977,2325300
13316,SGP,1978,2353600
13317,SGP,1979,2383500
13318,SGP,1980,2413945
13319,SGP,1981,2532835
13320,SGP,1982,2646466
13321,SGP,1983,2681061
13322,SGP,1984,2732221
13323,SGP,1985,2735957
13324,SGP,1986,2733373
13325,SGP,1987,2774789
13326,SGP,1988,2846108
13327,SGP,1989,2930901
13328,SGP,1990,3047132
13329,SGP,1991,3135083
13330,SGP,1992,3230698
13331,SGP,1993,3313471
13332,SGP,1994,3419048
13333,SGP,1995,3524506
13334,SGP,1996,3670704
13335,SGP,1997,3796038
13336,SGP,1998,3927213
13337,SGP,1999,3958723
13338,SGP,2000,4027887
13339,SGP,2001,4138012
13340,SGP,2002,4175950
13341,SGP,2003,4114826
13342,SGP,2004,4166664
13343,SGP,2005,4265762
13344,SGP,2006,4401365
13345,SGP,2007,4588599
13346,SGP,2008,4839396
13347,SGP,2009,4987573
13348,SGP,2010,5076732
13349,SGP,2011,5183688
13350,SGP,2012,5312437
13351,SGP,2013,5399162
13352,SGP,2014,5469724
13353,SGP,2015,5535002
13354,SGP,2016,5607283
13355,SGP,2017,5612253
13356,SGP,2018,5638676
13357,SGP,2019,5703569
13397,SXM,1998,31240
13398,SXM,1999,31084
13399,SXM,2000,30519
13400,SXM,2001,30600
13401,SXM,2002,30777
13402,SXM,2003,31472
13403,SXM,2004,32488
13404,SXM,2005,33011
13405,SXM,2006,33441
13406,SXM,2007,33811
13407,SXM,2008,33964
13408,SXM,2009,34238
13409,SXM,2010,34056
13410,SXM,2011,33435
13411,SXM,2012,34640
13412,SXM,2013,36607
13413,SXM,2014,37685
13414,SXM,2015,38825
13415,SXM,2016,39969
13416,SXM,2017,40574
13417,SXM,2018,40654
13418,SXM,2019,40733
13420,SVK,1960,4068095
13421,SVK,1961,4191667
13422,SVK,1962,4238188
13423,SVK,1963,4282017
13424,SVK,1964,4327341
13425,SVK,1965,4370983
13426,SVK,1966,4411666
13427,SVK,1967,4449367
13428,SVK,1968,4483915
13429,SVK,1969,4518607
13430,SVK,1970,4538223
13431,SVK,1971,4557449
13432,SVK,1972,4596622
13433,SVK,1973,4641445
13434,SVK,1974,4689623
13435,SVK,1975,4739105
13436,SVK,1976,4789507
13437,SVK,1977,4840501
13438,SVK,1978,4890125
13439,SVK,1979,4938973
13440,SVK,1980,4979815
13441,SVK,1981,5016105
13442,SVK,1982,5055099
13443,SVK,1983,5091971
13444,SVK,1984,5127097
13445,SVK,1985,5161768
13446,SVK,1986,5193838
13447,SVK,1987,5222840
13448,SVK,1988,5250596
13449,SVK,1989,5275942
13450,SVK,1990,5299187
13451,SVK,1991,5303294
13452,SVK,1992,5305016
13453,SVK,1993,5325305
13454,SVK,1994,5346331
13455,SVK,1995,5361999
13456,SVK,1996,5373361
13457,SVK,1997,5383291
13458,SVK,1998,5390516
13459,SVK,1999,5396020
13460,SVK,2000,5388720
13461,SVK,2001,5378867
13462,SVK,2002,5376912
13463,SVK,2003,5373374
13464,SVK,2004,5372280
13465,SVK,2005,5372807
13466,SVK,2006,5373054
13467,SVK,2007,5374622
13468,SVK,2008,5379233
13469,SVK,2009,5386406
13470,SVK,2010,5391428
13471,SVK,2011,5398384
13472,SVK,2012,5407579
13473,SVK,2013,5413393
13474,SVK,2014,5418649
13475,SVK,2015,5423801
13476,SVK,2016,5430798
13477,SVK,2017,5439232
13478,SVK,2018,5446771
13479,SVK,2019,5454073
13481,SVN,1960,1584720
13482,SVN,1961,1594131
13483,SVN,1962,1603649
13484,SVN,1963,1616971
13485,SVN,1964,1632114
13486,SVN,1965,1649160
13487,SVN,1966,1669905
13488,SVN,1967,1689528
13489,SVN,1968,1704546
13490,SVN,1969,1713874
13491,SVN,1970,1724891
13492,SVN,1971,1738335
13493,SVN,1972,1752233
13494,SVN,1973,1766697
13495,SVN,1974,1776132
13496,SVN,1975,1793581
13497,SVN,1976,1820249
13498,SVN,1977,1842377
13499,SVN,1978,1862548
13500,SVN,1979,1882599
13501,SVN,1980,1901315
13502,SVN,1981,1906531
13503,SVN,1982,1910334
13504,SVN,1983,1922321
13505,SVN,1984,1932154
13506,SVN,1985,1941641
13507,SVN,1986,1965964
13508,SVN,1987,1989776
13509,SVN,1988,1995196
13510,SVN,1989,1996351
13511,SVN,1990,1998161
13512,SVN,1991,1999429
13513,SVN,1992,1996498
13514,SVN,1993,1991746
13515,SVN,1994,1989443
13516,SVN,1995,1989872
13517,SVN,1996,1988628
13518,SVN,1997,1985956
13519,SVN,1998,1981629
13520,SVN,1999,1983045
13521,SVN,2000,1988925
13522,SVN,2001,1992060
13523,SVN,2002,1994530
13524,SVN,2003,1995733
13525,SVN,2004,1997012
13526,SVN,2005,2000474
13527,SVN,2006,2006868
13528,SVN,2007,2018122
13529,SVN,2008,2021316
13530,SVN,2009,2039669
13531,SVN,2010,2048583
13532,SVN,2011,2052843
13533,SVN,2012,2057159
13534,SVN,2013,2059953
13535,SVN,2014,2061980
13536,SVN,2015,2063531
13537,SVN,2016,2065042
13538,SVN,2017,2066388
13539,SVN,2018,2073894
13540,SVN,2019,2087946
13542,SLB,1960,117849
13543,SLB,1961,121378
13544,SLB,1962,125040
13545,SLB,1963,128838
13546,SLB,1964,132759
13547,SLB,1965,136816
13548,SLB,1966,140991
13549,SLB,1967,145317
13550,SLB,1968,149881
13551,SLB,1969,154830
13552,SLB,1970,160250
13553,SLB,1971,166162
13554,SLB,1972,172552
13555,SLB,1973,179305
13556,SLB,1974,186295
13557,SLB,1975,193402
13558,SLB,1976,200599
13559,SLB,1977,207890
13560,SLB,1978,215295
13561,SLB,1979,222840
13562,SLB,1980,230546
13563,SLB,1981,238429
13564,SLB,1982,246447
13565,SLB,1983,254559
13566,SLB,1984,262687
13567,SLB,1985,270788
13568,SLB,1986,278837
13569,SLB,1987,286870
13570,SLB,1988,294972
13571,SLB,1989,303272
13572,SLB,1990,311866
13573,SLB,1991,320780
13574,SLB,1992,329995
13575,SLB,1993,339504
13576,SLB,1994,349281
13577,SLB,1995,359281
13578,SLB,1996,369523
13579,SLB,1997,379999
13580,SLB,1998,390693
13581,SLB,1999,401586
13582,SLB,2000,412660
13583,SLB,2001,423944
13584,SLB,2002,435432
13585,SLB,2003,447017
13586,SLB,2004,458539
13587,SLB,2005,469918
13588,SLB,2006,481078
13589,SLB,2007,492132
13590,SLB,2008,503360
13591,SLB,2009,515181
13592,SLB,2010,527861
13593,SLB,2011,541521
13594,SLB,2012,556064
13595,SLB,2013,571335
13596,SLB,2014,587079
13597,SLB,2015,603118
13598,SLB,2016,619437
13599,SLB,2017,636038
13600,SLB,2018,652858
13601,SLB,2019,669823
13603,SOM,1960,2755972
13604,SOM,1961,2814118
13605,SOM,1962,2874218
13606,SOM,1963,2936477
13607,SOM,1964,3001158
13608,SOM,1965,3068459
13609,SOM,1966,3143648
13610,SOM,1967,3227841
13611,SOM,1968,3312742
13612,SOM,1969,3386738
13613,SOM,1970,3444568
13614,SOM,1971,3472367
13615,SOM,1972,3479790
13616,SOM,1973,3512623
13617,SOM,1974,3632990
13618,SOM,1975,3880292
13619,SOM,1976,4278973
13620,SOM,1977,4802141
13621,SOM,1978,5375017
13622,SOM,1979,5892755
13623,SOM,1980,6281134
13624,SOM,1981,6511113
13625,SOM,1982,6608044
13626,SOM,1983,6618588
13627,SOM,1984,6614715
13628,SOM,1985,6648627
13629,SOM,1986,6736748
13630,SOM,1987,6862273
13631,SOM,1988,7005234
13632,SOM,1989,7133258
13633,SOM,1990,7225092
13634,SOM,1991,7274030
13635,SOM,1992,7295384
13636,SOM,1993,7315865
13637,SOM,1994,7372598
13638,SOM,1995,7491637
13639,SOM,1996,7682686
13640,SOM,1997,7936127
13641,SOM,1998,8235064
13642,SOM,1999,8553601
13643,SOM,2000,8872254
13644,SOM,2001,9186725
13645,SOM,2002,9501342
13646,SOM,2003,9815412
13647,SOM,2004,10130243
13648,SOM,2005,10446863
13649,SOM,2006,10763905
13650,SOM,2007,11080121
13651,SOM,2008,11397188
13652,SOM,2009,11717692
13653,SOM,2010,12043883
13654,SOM,2011,12376302
13655,SOM,2012,12715510
13656,SOM,2013,13063706
13657,SOM,2014,13423576
13658,SOM,2015,13797201
13659,SOM,2016,14185613
13660,SOM,2017,14589119
13661,SOM,2018,15008154
13662,SOM,2019,15442905
13664,ZAF,1960,17099840
13665,ZAF,1961,17524533
13666,ZAF,1962,17965725
13667,ZAF,1963,18423161
13668,ZAF,1964,18896307
13669,ZAF,1965,19384841
13670,ZAF,1966,19888250
13671,ZAF,1967,20406864
13672,ZAF,1968,20942145
13673,ZAF,1969,21496075
13674,ZAF,1970,22069776
13675,ZAF,1971,22665271
13676,ZAF,1972,23281508
13677,ZAF,1973,23913099
13678,ZAF,1974,24552540
13679,ZAF,1975,25195187
13680,ZAF,1976,25836888
13681,ZAF,1977,26480913
13682,ZAF,1978,27138965
13683,ZAF,1979,27827320
13684,ZAF,1980,28556769
13685,ZAF,1981,29333103
13686,ZAF,1982,30150448
13687,ZAF,1983,30993758
13688,ZAF,1984,31841593
13689,ZAF,1985,32678874
13690,ZAF,1986,33495953
13691,ZAF,1987,34297727
13692,ZAF,1988,35100909
13693,ZAF,1989,35930050
13694,ZAF,1990,36800509
13695,ZAF,1991,37718950
13696,ZAF,1992,38672607
13697,ZAF,1993,39633750
13698,ZAF,1994,40564059
13699,ZAF,1995,41435758
13700,ZAF,1996,42241011
13701,ZAF,1997,42987461
13702,ZAF,1998,43682260
13703,ZAF,1999,44338543
13704,ZAF,2000,44967708
13705,ZAF,2001,45571274
13706,ZAF,2002,46150913
13707,ZAF,2003,46719196
13708,ZAF,2004,47291610
13709,ZAF,2005,47880601
13710,ZAF,2006,48489459
13711,ZAF,2007,49119759
13712,ZAF,2008,49779471
13713,ZAF,2009,50477011
13714,ZAF,2010,51216964
13715,ZAF,2011,52004172
13716,ZAF,2012,52834005
13717,ZAF,2013,53689236
13718,ZAF,2014,54545991
13719,ZAF,2015,55386367
13720,ZAF,2016,56203654
13721,ZAF,2017,57000451
13722,ZAF,2018,57779622
13723,ZAF,2019,58558270
13725,SSD,1960,2842724
13726,SSD,1961,2895605
13727,SSD,1962,2951043
13728,SSD,1963,3009062
13729,SSD,1964,3069739
13730,SSD,1965,3133150
13731,SSD,1966,3199343
13732,SSD,1967,3268405
13733,SSD,1968,3340422
13734,SSD,1969,3415576
13735,SSD,1970,3494004
13736,SSD,1971,3575900
13737,SSD,1972,3661440
13738,SSD,1973,3750782
13739,SSD,1974,3844104
13740,SSD,1975,3941618
13741,SSD,1976,4041791
13742,SSD,1977,4144554
13743,SSD,1978,4253083
13744,SSD,1979,4371714
13745,SSD,1980,4502604
13746,SSD,1981,4646489
13747,SSD,1982,4799434
